04-21-2025 13:11 EDT,
Penn State,102.65
Oregon,51.32
Colorado School of Mines,115
South Carolina,17.59
Protect Trans Kids University,102.65
Michigan State,58.51
Protect Trans Kids University,100
Michigan,13.44
Protect Trans Kids University,102.65
Georgia Tech,51.32
UAB (Alabama-Birmingham),102.65
Oregon,100.96
Cincinnati,63.23
Michigan,30.04
Florida,45.32
Protect Trans Kids University,27.96
Michigan,161.28
Washington,51.32
USC (University Of Southern California),51.32
Washington,82.12
Ohio State,421.68
Oklahoma,48.24
UCF (Central Florida),100
Catholic University of America,32.03
Michigan,13.44
Ohio State,153.98
Clemson,80.07
Purdue,307.97
Boston College,91.04
Arizona,51.45
Protect Trans Kids University,50
Georgia Tech,67.76
Pittsburgh (Pitt),43.51
Iowa,113.41
Wisconsin,20.32
VCU,25.66
UCLA,67.75
Providence College,42.09
Oregon,33.16
Fordham,25.66
Colorado,62.36
Protect Trans Kids University,20.53
Auburn,34.28
Marquette,91.09
Purdue,79.04
Nebraska,78.02
Connecticut (UConn),84.78
Kansas State,220.71
Pittsburgh (Pitt),161.16
Texas A&M,344.93
Protect Trans Kids University,215.58
Idaho,318.24
Protect Trans Kids University,123.19
The Citadel,46.53
Vanderbilt,20.54
Michigan,13.44
Louisville,227.9
Old Dominion,20.17
Pittsburgh (Pitt),43.51
Yale,20.53
Protect Trans Kids University,85.33
Michigan,89.13
Alabama,102.65
Protect Trans Kids University,26.92
Mississippi (Ole Miss),102.65
Michigan,134.48
Appalachian State,23.18
Michigan,13.1
North Dakota State,51.32
South Carolina,21.64
Nevada,43.49
Tennessee,23.77
Ohio State,513.29
Minnesota,24.7
Ohio,39.31
Michigan,413.1
Wesleyan,57.48
Colorado State,24.74
Protect Trans Kids University,104.87
Michigan State,96.11
Tulane,68
Oregon State,50.3
Maryland,60.85
Weber State,63.64
Purdue,50.3
Protect Trans Kids University,1026.56
Appalachian State,17.14
Protect Trans Kids University,426.51
Protect Trans Kids University,20.63
Michigan,89.31
Michigan,1344.83
Eastern Michigan,51.12
SZD U Gold Trans Ams,79.04
Earlham College,18.96
Tennessee Tech,20.53
Georgia,81.1
Florida,115.2
Protect Trans Kids University,123.12
Colorado State,1237.7
Wisconsin,419.61
Georgia Tech,227.9
Michigan,13.44
Wisconsin,63.34
Marshall,76.99
Wisconsin,3.18
Protect Trans Kids University,47.12
North Carolina (UNC),83.94
Michigan,33.6
Michigan,11.49
Vacation Bible School,51.32
Penn State,93.51
Florida,65.63
Emory,51.32
Long Beach State,76.99
West Virginia,70.33
Protect Trans Kids University,19.41
South Carolina,17.59
Connecticut (UConn),74.94
Protect Trans Kids University,27.71
Protect Trans Kids University,39.29
Protect Trans Kids University,30.79
College of Charleston,5.74
Michigan,138.42
Wisconsin,82.12
Ohio State,149.62
UTEP,75.12
Michigan,134.31
Georgia Tech,102.65
Clemson,102.65
Virginia Tech,102.65
Lyon College,123.17
Pittsburgh (Pitt),28.74
Virginia (UVA),102.65
Protect Trans Kids University,99.57
Michigan,134.31
Syracuse,42.09
Syracuse,51.32
Ohio,35.94
Florida,67.37
Appalachian State,145.46
SZD U Gold Trans Ams,250
UCLA,51.32
Bowling Green,26.69
Nevada,19.62
Wake Forest,34.3
Georgia Tech,256.64
Ohio State,148.85
Protect Trans Kids University,1969
Kansas State,30.04
Missouri (Mizzou),36.28
Northern Iowa,20.53
James Madison,168.36
Illinois,102.65
Washington,4607.88
Protect Trans Kids University,256.64
Fordham,102.65
Vanderbilt,41.42
Michigan,33.11
Northern Arizona,61.03
William & Mary,42.12
Texas A&M,28.23
Ohio State,35.14
Michigan,143.72
Protect Trans Kids University,110.87
Occidental College,256.64
Michigan,240.99
Arizona State,322.24
Washington & Lee,25.66
Texas,30.86
Missouri (Mizzou),106.1
Kentucky,140.64
Michigan,94.23
Ohio,50
Northeastern,43.11
Notre Dame,1026.58
Louisiana State (LSU),153.98
Protect Trans Kids University,41.28
Georgia,102.65
Cornell,513.29
Protect Trans Kids University,102.65
Notre Dame,42.51
Protect Trans Kids University,223.79
Virginia Tech,102.65
Texas A&M,34.49
Army,102.65
Illinois,51.32
Utah,51.32
Texas,227.81
Cal Poly Humboldt,61.59
Oregon,112.92
Ohio State,35.14
Trinity University (TX),41.34
Colorado State,51.32
Oklahoma,79.04
Trinity University (TX),40.33
Eastern Kentucky,30.86
Penn,256.64
Ohio State,42.17
North Carolina (UNC),72.37
Protect Trans Kids University,25.66
Protect Trans Kids University,246.38
Stanford,1026.58
Protect Trans Kids University,27.96
Northern Michigan,11.2
Michigan,135.61
Michigan,41.06
Edinboro University of Pennsylvania,25.66
Tennessee,1366.4
Protect Trans Kids University,271.36
Butler,102.65
Iowa State,80.07
Alabama,51.32
North Alabama,48.59
Auburn,1026.58
Illinois,86.92
Protect Trans Kids University,51.32
Notre Dame,51.67
Protect Trans Kids University,42.23
Washington,100
Michigan,161.28
Florida,34.3
Northern Colorado,53.38
Penn State,181.7
Michigan,116.1
North Carolina (UNC),49.27
Chatham University,20.78
York College of Pennsylvania,1787
American University,76.5
Wisconsin,39.01
Texas,5.13
Bellarmine University,22.58
Florida,20.53
Miami (OH),18.5
Protect Trans Kids University,51.32
Jetski Police Academy,63.85
Protect Trans Kids University,102.65
Michigan,16.42
Colorado,62.36
Protect Trans Kids University,35.34
Indiana,25.66
Houston,70.67
Kentucky,32.85
Protect Trans Kids University,51.32
Protect Trans Kids University,55.02
Michigan,51.32
Protect Trans Kids University,174.52
Protect Trans Kids University,25.66
Michigan,31.04
Michigan,13.44
Washington State,24.83
Florida,68.78
Rutgers,19.95
Michigan,205.31
Florida,165.63
Georgia Tech,19.38
Wisconsin,24.63
Georgia Tech,21.19
Protect Trans Kids University,21.38
Protect Trans Kids University,43.39
Syracuse,130.49
Louisiana State (LSU),20.7
Maryland,183.75
Florida,499.94
Appalachian State,50.51
Rutgers,4248.02
Oklahoma,24.94
UTSA,53.38
Georgia,102.65
Delaware,102.65
Villanova,186.42
Michigan,134.52
Alabama,102.65
Michigan,134.31
Protect Trans Kids University,102.65
UC Davis,49.27
Protect Trans Kids University,114.42
Ohio State,123.12
Ohio State,134.48
Clemson,109.75
Clemson,97.52
Butler,41.06
Duke,51.72
Protect Trans Kids University,158.09
North Carolina (UNC),27.71
Georgia Tech,24.85
Creighton University,408.84
South Carolina,51.32
Syracuse,90.33
Purdue,2582.89
Miami (FL),79.83
Virginia (UVA),40.34
Virginia Tech,30.79
Protect Trans Kids University,41.06
Texas Christian (TCU),256.64
Air Force,21.55
Boston University,33.95
Protect Trans Kids University,102.65
Georgia,51.32
Notre Dame,102.65
Maryland,50.3
Michigan,51.32
Notre Dame,102.65
West Virginia Wesleyan,1026.58
Minnesota,35.93
Illinois,105.73
University of Missouri-St. Louis,51.32
Oregon State,42.18
Oberlin College,72.47
Michigan,5.13
North Carolina (UNC),25.66
Oregon,99.57
Wisconsin,99.57
Oregon,46.25
Cal (Berkeley),99.41
Oregon,83.68
Georgia Tech,102.65
Canisius University,20.55
Protect Trans Kids University,14.91
Rice,410.63
Virginia Tech,38.15
Duke,2176.36
Carleton College,410.6
Wisconsin,102.65
Buffalo,26.76
Radford,20.53
Michigan,102.65
Protect Trans Kids University,27.96
Kalamazoo College,20.53
Michigan,102.65
Texas,122.16
Michigan,20.53
South Florida (USF),42.49
Michigan State,238.16
Texas,256.64
Louisiana State (LSU),12.69
Michigan,102.65
Protect Trans Kids University,1455.12
Tennessee,42.75
Michigan,1026.58
Protect Trans Kids University,31.15
Michigan,62.51
Ohio State,43.29
Texas Tech,534.96
James Madison,153.98
Villanova,81.73
Tulsa,227.9
Ohio State,51.32
Northern Iowa,42.43
Michigan,134.58
Protect Trans Kids University,125.24
Protect Trans Kids University,44.2
Protect Trans Kids University,37.1
Michigan,20.15
Wake Forest,16.42
Ohio State,118.05
Ohio State,149.62
Vanderbilt,101.63
Protect Trans Kids University,51.32
Colorado,121.13
Iowa,51.32
Michigan,88.28
George Washington,154.63
Mount Holyoke,205.31
Connecticut (UConn),25.66
Tennessee,1046.24
Louisiana State (LSU),45.48
Oregon,513.29
Cal Poly,92.39
New College of Florida,99.57
Wyoming,74.14
Alabama,51.32
Western Kentucky,18.47
Manhattan University,513.29
Northern Illinois,99.82
Marquette,15.39
Liberty,102.65
Michigan,307.97
Texas Christian (TCU),256.64
Ohio State,1499.84
South Carolina,102.65
West Virginia,13.43
Louisville,102.65
Washington,841.14
Soviet Cat University,95.47
Villanova,307.98
Colorado,11.18
Gonzaga,84.56
Florida,10.26
Southern Illinois,32.07
Presbyterian College,102.65
Arizona State,1026.58
Marquette,88.28
Protect Trans Kids University,61.59
Michigan,145.77
Nebraska,25.66
Kansas State,42.24
Clemson,21.55
Ohio State,43.32
Protect Trans Kids University,410.63
Marshall,25.66
Georgia,135.5
Pittsburgh (Pitt),43.51
Penn State,102.65
Protect Trans Kids University,256.64
Vanderbilt,40.35
Northwestern,20.63
Washington State,99.32
Michigan,116.1
Northwestern,102.65
Purdue,51.32
Michigan,133.55
Cal (Berkeley),102.83
Michigan,46.43
Kalamazoo College,20.53
Marquette,61.59
Oregon,51.32
Northern Michigan,20.43
Northwestern,44.55
Virginia (UVA),40.34
Kansas,78.42
James Madison,37.31
Minnesota,22.21
Texas A&M,39.24
Protect Trans Kids University,40.14
Virginia Tech,1392
Cincinnati,72.27
Vacation Bible School,19.85
UCLA,102.65
Florida,79.56
Texas,109.91
Memphis,102.65
Protect Trans Kids University,164.25
Iowa,113.41
Texas,17.52
Louisville,42.23
Ohio State,51.32
Cal (Berkeley),102.65
Purdue,102.65
Kalamazoo College,20.53
Nevada,22.43
Maryland,256.64
Oklahoma State,24.12
Washington University in Saint Louis (WashU),7699.41
Buffalo,106.76
Michigan,131
Protect Trans Kids University,5.13
Elmhurst University,17.99
Michigan,63.64
Protect Trans Kids University,22.58
Tennessee,256.64
Houston,82.12
Brown,82.12
Protect Trans Kids University,330
Utah,35
Virginia Tech,102.65
Vacation Bible School,513.29
Rose-Hulman,76.99
University of Chicago,85.2
Northern Arizona,102.65
Alabama,1866.33
Wisconsin,14.59
Alabama,36.95
Washington & Lee,4106.35
Protect Trans Kids University,25.66
Washington & Lee,38.56
The College of New Jersey,51.32
Georgia,102.65
Houston,1026.58
Protect Trans Kids University,23.61
Louisiana Lafayette,38.21
Michigan,630.36
Iowa,56.7
Pittsburgh (Pitt),13.43
Virginia Tech,32.85
Delaware,51.32
West Virginia,1343.8
Michigan,13.1
Ohio State,102.65
Tennessee,49.5
Michigan,119.08
Protect Trans Kids University,25.66
Protect Trans Kids University,256.64
Ohio State,130.37
Wisconsin,39.13
Texas Tech,678.57
New Mexico,51.74
Michigan,268.63
Georgia,2135.3
Protect Trans Kids University,61.59
Michigan,27.82
Virginia Tech,38.15
Michigan,102.65
Minnesota,24.74
North Carolina (UNC),100
Michigan,542.44
Georgia State,634.08
Protect Trans Kids University,102.65
Indiana,112.92
Georgia Tech,52.84
Penn State,141.77
Oklahoma,20.53
Louisiana State (LSU),30.03
Georgia Tech,509.16
Boston University,51.32
West Virginia,822.48
Temple,51.32
Louisiana Tech,899.28
Texas,50.3
Louisiana State (LSU),256.64
Missouri (Mizzou),37.23
Georgia Tech,24.85
Michigan,30.24
Indiana,68.78
Syracuse,43.5
Michigan,27.92
Michigan,51.32
Wisconsin,256.64
Michigan,46.47
Tennessee,165.03
Georgia,102.65
Kansas,59.09
Nebraska,144.8
USC (University Of Southern California),144.74
Texas A&M,114.97
Protect Trans Kids University,31.82
Syracuse,41.06
Protect Trans Kids University,51.32
Ohio State,42.3
Northern Iowa,102.65
Texas A&M,102.65
Clemson,1026.58
McDaniel College,99.88
Western Illinois,151.93
Protect Trans Kids University,29.02
Michigan,134.31
Georgia Tech,1129.24
Michigan,316.18
Kansas,51.88
Michigan,131
Michigan,30
Protect Trans Kids University,24
Pittsburgh (Pitt),142.69
Virginia Tech,41.06
Tennessee,173.96
Georgia Tech,11.39
Florida,366.98
Missouri (Mizzou),27.96
University of Oxford,11.25
Syracuse,39.01
Tennessee,214.55
Michigan,51.32
American University,10.26
Protect Trans Kids University,51.32
Georgia Tech,50
Texas A&M,205.31
Michigan,134.31
Penn State,52.35
McDaniel College,15.39
University of Nebraska-Omaha,20.53
Birmingham-Southern College,72.88
Towson,111.28
North Carolina (UNC),24.64
North Dakota State,10.26
UAB (Alabama-Birmingham),51.32
Virginia (UVA),35.93
Pittsburgh (Pitt),48.24
Tulane,51.32
Missouri State,51.32
Baylor,60.92
Protect Trans Kids University,31.04
Rice,627.24
Florida,265.35
Sewanee,19.49
Virginia Tech,53.52
Michigan,134.48
Western Illinois,27.71
Michigan,134.52
Penn State,39.11
Georgia,498
Michigan,13.44
Texas A&M,299.76
Duke,250
Bloomsburg University,23.21
William & Mary,33.87
Protect Trans Kids University,31.04
Maryland,49.23
Protect Trans Kids University,51.32
Texas,431.87
Mississippi State,32.19
Michigan,102.65
Protect Trans Kids University,55.94
VCU,25.66
Colorado,64.01
Michigan,59.88
Charlotte,25.2
University of Central Missouri,22.85
Maryland,97.82
Rice,57.92
Virginia Tech,32.85
Iowa,147.82
Tennessee,48.24
Washington,102.65
Rice,19.62
Ohio State,410.63
Ohio,35.93
Toledo,49.74
Maryland,205.31
Tulane,41.06
Protect Trans Kids University,51.32
Michigan,190.94
Arkansas,92.17
Protect Trans Kids University,413.71
UCF (Central Florida),51.32
Ohio State,28.88
Dayton,202.37
Iowa,28.92
Michigan,13.44
Iowa State,20.72
Louisville,102.65
South Carolina,1759.57
Protect Trans Kids University,256.64
Ball State,73.45
Alabama,185.81
Protect Trans Kids University,25.66
Army,36.42
Protect Trans Kids University,45.6
Oklahoma,236.11
Protect Trans Kids University,88.32
Georgia,25.66
Michigan State,27.95
Wisconsin,41.06
Michigan,13.44
Minnesota,24.7
Mississippi (Ole Miss),934.19
Boise State,44.57
Anna Maria College,97.52
Vanderbilt,246.38
Georgia,20.53
Notre Dame,100
Lake Forest College,261.78
Notre Dame,111.84
Caltech,20.45
Arkansas,277.17
South Florida (USF),291.55
Virginia Tech,32.85
Michigan,102.65
Michigan,14.2
Colgate,513.29
Harvard,16.38
UW La Crosse,21.55
Michigan,13.1
James Madison,42.29
Protect Trans Kids University,51.32
Protect Trans Kids University,81.1
South Florida (USF),145.14
Michigan,134.31
Protect Trans Kids University,157.2
University of Cambridge,5.13
Saginaw Valley State,153.98
Wisconsin,51.32
Iowa State,43.53
Notre Dame,441.43
Arizona,102.64
Rutgers,731.17
St. Lawrence University,25.66
Protect Trans Kids University,46.43
Ohio State,36.19
Ohio State,20.19
Georgia,118.83
Virginia (UVA),35
Louisiana State (LSU),51.32
Protect Trans Kids University,256.64
Protect Trans Kids University,35.17
Nebraska,15.39
Colorado,72.88
University of Night Ham,26.01
Princeton,410.63
Louisiana State (LSU),20
Bowling Green,42.35
Protect Trans Kids University,13.46
Penn State,70
Tennessee,40.03
Kentucky,20.7
Bishop's University,20.78
Northern Arizona,205.31
Texas,38.19
Michigan State,513.29
Protect Trans Kids University,29.36
Protect Trans Kids University,13.44
Georgia Tech,91.24
Florida,51.32
Florida State,32.44
Protect Trans Kids University,102.65
Southern Illinois,203.16
Protect Trans Kids University,626.32
Providence College,61.8
Protect Trans Kids University,31.04
Minnesota,25.66
Protect Trans Kids University,51.32
Oberlin College,123.19
Texas Tech,164.36
William & Mary,20.53
Protect Trans Kids University,116
St. John's (NY),84.85
Middle Tennessee State,30.79
Georgia Tech,42.43
Texas,47.55
Dartmouth,102.65
Michigan,31.04
Protect Trans Kids University,27.71
Protect Trans Kids University,50
St. John's (NY),20.55
Michigan,20.16
Michigan,1322.88
Michigan,31.04
Michigan State,51.32
Protect Trans Kids University,31.04
Protect Trans Kids University,28.84
South Carolina,201.21
Mississippi State,39.04
Protect Trans Kids University,102.65
Kentucky,51.32
Indiana,25.66
Missouri (Mizzou),25.66
Notre Dame,79.57
Protect Trans Kids University,123.19
Michigan,900.31
Michigan,13.44
Rutgers,102.65
Michigan,49.15
North Carolina State,434.76
Louisiana State (LSU),413
St. John's (NY),31.82
South Alabama,30.79
Purdue,49.2
Oklahoma,52.6
Protect Trans Kids University,141.66
Ohio State,49.43
Ohio,39.04
Marquette,20.29
Texas A&M,102.65
Ohio State,149.62
SUNY Albany,56.59
Michigan,43.39
Syracuse,97.24
University of Waterloo,74.11
La Salle University,256.64
Texas,139.72
Protect Trans Kids University,615.95
Protect Trans Kids University,102.65
Virginia Tech,395.23
Protect Trans Kids University,420.69
Boston University,100.6
North Carolina State,175.5
Michigan,134.48
Minnesota,75.87
Michigan,20.53
Auburn,35.19
Nebraska,102.65
East Tennessee State,86.44
Michigan,31.04
Virginia (UVA),352.2
Notre Dame,307.97
Ohio State,46.19
Richmond,247.44
Michigan,13.44
Michigan,134.31
SZD U Gold Trans Ams,102.65
Protect Trans Kids University,85
Protect Trans Kids University,102.65
Wisconsin,886.96
Protect Trans Kids University,43.21
Kansas State,61.69
Protect Trans Kids University,167.57
Minnesota,18.22
Yale,69.07
Michigan,13.44
Centre College,205.31
Tufts,2310.85
Virginia Tech,102.65
Michigan State,55.43
South Florida (USF),119.66
Protect Trans Kids University,1083.05
Texas,181.7
Protect Trans Kids University,13.44
Wisconsin,167.98
Pittsburgh (Pitt),40.59
Ohio State,20.77
Wisconsin,55.33
Protect Trans Kids University,25.66
Northern Illinois,16.56
Texas A&M,20.67
Ohio State,51.32
Western Kentucky,20.31
Protect Trans Kids University,513.29
Duke,237.75
Tennessee,104.66
Evergreen State College,41.06
Michigan,134.48
Protect Trans Kids University,51.32
Notre Dame,1242.36
Ohio State,191.97
Oregon State,11.29
Penn State,39.21
University of Manitoba,28.88
Hand in the Dirt University,27.3
Protect Trans Kids University,2016.2
Syracuse,51.32
Washington State,102.65
Davidson,307.97
Make Spencer Eat Cheese University,25.66
UC San Diego,65.7
Michigan,134.31
Protect Trans Kids University,82.12
Clemson,102.65
Cal (Berkeley),113.95
UCLA,25.66
Texas,131.23
Protect Trans Kids University,102.65
South Carolina,102.65
Wisconsin,51.32
Texas,664.2
SUNY Cortland,153.98
Georgia,1346.88
Soviet Cat University,82.12
Wisconsin,418.84
Cal (Berkeley),40
Georgia Tech,25.66
James Madison,250
Michigan,1344.87
Texas,181.7
University of the Incarnate Word,102.65
Protect Trans Kids University,143.78
Oregon,220.61
Washington,72.51
Michigan State,10.25
Protect Trans Kids University,41.41
Centre College,102.65
Ohio,23.71
Illinois State,32.85
Virginia Tech,402.42
Michigan,34.9
Illinois,321.48
Kentucky,41.06
Ohio State,102.65
West Virginia,72.19
Protect Trans Kids University,307.97
Oregon State,109
Michigan,51.32
Illinois,51.83
Washington,356.22
Georgia,102.65
Ithaca College,44.51
Protect Trans Kids University,102.65
Central College,102.65
Florida,21.14
Brandeis,200.08
Michigan State,102.65
North Carolina State,102.65
Georgia,116
Texas A&M,295.56
Protect Trans Kids University,102.65
Louisiana State (LSU),439.89
William & Mary,66.41
Georgia,167.04
Oakland University,102.65
Vanderbilt,84.18
Michigan,102.65
Protect Trans Kids University,102.65
Pittsburgh (Pitt),36
Notre Dame,689.76
Michigan,49
Notre Dame,500
James Madison,102.65
Michigan,260.7
Washington,75.96
Indiana,142.69
North Carolina A&T,19.41
Protect Trans Kids University,86.49
Protect Trans Kids University,55.43
Michigan,63.97
Wisconsin,57.02
Ohio State,105.41
Michigan,161.28
Colorado State,61.59
SZD U Gold Trans Ams,250
Protect Trans Kids University,20.79
South Florida (USF),51.32
Alabama,410.63
Pomona College,48.24
USC (University Of Southern California),102.65
Colorado State,11.29
New Hampshire,321.8
Georgetown,69.69
Kansas State,49.18
Notre Dame,51.32
Oregon,12.45
Syracuse,444.44
Oberlin College,20.78
Protect Trans Kids University,52.35
Protect Trans Kids University,102.64
Slippery Rock,45.23
Protect Trans Kids University,468.12
Nebraska,256.64
Connecticut (UConn),102.65
Protect Trans Kids University,189.91
Ohio,43.11
Baylor,101.55
Brown,21.55
Auburn,51.32
Michigan,134.31
Michigan,218.76
Hawaii,38.28
Michigan,1310
Tennessee,36.3
BYU,205.31
Indiana,67.75
Florida,6159.53
Georgia Tech,2734.8
Gaziantep University,25.66
Protect Trans Kids University,18.84
Protect Trans Kids University,51.32
BYU,102.65
Kent State,57.72
Texas A&M-Corpus Christi,123.19
Arkansas,25.66
Michigan,130.84
Miami (FL),79.36
Cornell,556.41
Hawai'i,102.65
Mississippi State,205.31
University of Alaska Anchorage,4.21
Northwestern,72.53
Oklahoma,134.48
Cal (Berkeley),82.12
Wisconsin,252.54
Kalamazoo College,51.32
West Virginia,72.19
Ohio State,256.64
Marquette,66.72
Syracuse,49.06
Georgia,102.65
Missouri (Mizzou),256.64
Notre Dame,92.39
Ohio State,41.21
Indiana,437.73
Pittsburgh (Pitt),39.35
Michigan,161.28
Oklahoma State,367.51
Protect Trans Kids University,51.32
Wisconsin,418.84
Wisconsin,60.47
UMass,56.97
Florida,513.29
Georgia,840.77
Clemson,35.22
Michigan,134.48
Louisville,110.87
Boston College,103.54
Dayton,62.2
Michigan,19.5
Florida State,26.69
VCU,65.01
Protect Trans Kids University,205.72
Connecticut (UConn),250.38
Protect Trans Kids University,1539.88
Protect Trans Kids University,94.32
FIU,513.29
Minnesota,9239.29
Tufts,318.24
Florida State,29.11
Wisconsin,52.6
Illinois,124.39
Michigan,134.48
Virginia Tech,38.15
Georgia State,207.06
Tennessee,20.51
South Carolina,80.08
Florida,256.64
Protect Trans Kids University,134.48
Michigan,63.64
Maryland,102.65
Illinois,55.54
VCU,410.63
North Dakota State,256.64
Ithaca College,20.68
Western Kentucky,135.5
Indiana State University,61.59
Pittsburgh (Pitt),161.16
Cal (Berkeley),102.65
Ohio State,28.88
Clemson,56.46
Drexel University,40.22
Saint Joseph's University (PA),10.26
Wake Forest,51.32
University of Manitoba,4.12
University of British Columbia,4.12
Penn State,44.55
University of Regina,4.12
University of Alberta,4.12
University of Calgary,4.12
Ohio State,102.65
Baylor,63.21
Protect Trans Kids University,51.32
Iowa,56.7
Protect Trans Kids University,90.87
Michigan State,51.32
Florida,130.54
Binghamton University,102.65
Northern Michigan,38.34
Auburn,102.65
Rutgers,102.65
Mississippi (Ole Miss),68.34
Protect Trans Kids University,133.55
Princeton,129.48
Mississippi State,103.68
Georgia,1400.57
Wisconsin,32.85
Auburn,40.03
Virginia Tech,102.65
UMass,43.71
Michigan Tech,32.1
Boston College,25.66
William & Mary,68.78
Tufts,57.48
Protect Trans Kids University,46.67
Protect Trans Kids University,513.29
Colorado,2.05
Purdue,153.98
Syracuse,43.5
Protect Trans Kids University,18.68
Nebraska,45.58
Northern Michigan,82.12
Protect Trans Kids University,102.65
Colorado,12.31
Appalachian State,35.23
Saint Mary's College of California,307.97
Virginia Tech,41.06
Michigan,1344.83
Protect Trans Kids University,15.39
Cal (Berkeley),119.67
Protect Trans Kids University,41.5
Pittsburgh (Pitt),30.79
Michigan,46.43
Gonzaga,199.26
Penn State,37.29
Georgia,33.18
Michigan,1344.83
UC San Diego,42.5
Harvard,96.42
Bowdoin College,36
Central Michigan,66.88
Protect Trans Kids University,18.47
Michigan,431.42
Missouri (Mizzou),102.65
Jetski Police Academy,27.71
Georgia Tech,180.67
Protect Trans Kids University,102.65
Washington,20.44
Louisiana State (LSU),513.29
Michigan,134.31
Virginia Tech,328.5
Louisiana State (LSU),20.72
Minnesota,171.44
Protect Trans Kids University,82.02
William & Mary,27.93
Cal (Berkeley),13.36
Michigan State,205.31
UC San Diego,76.99
Virginia Tech,256.64
Protect Trans Kids University,60
Protect Trans Kids University,102.65
Cal (Berkeley),34.94
Oklahoma State,102.65
Pittsburgh (Pitt),13.43
Georgetown,51.32
Pay Them Kids Their Money,25
Ohio State,148.85
Michigan,153.98
Tennessee,20.51
Iowa State,55.72
Protect Trans Kids University,20.53
Make Spencer Eat Cheese University,45
Middle Tennessee State,93.22
Louisiana State (LSU),67.75
Michigan,47.22
Michigan,102.65
Michigan,339.63
Wisconsin,139.61
Mississippi College,30.79
Utah,22.58
Protect Trans Kids University,410.6
Florida,102.65
Virginia Tech,148.85
Utah,31.82
Georgia,102.65
Michigan,133.45
Yale,86.79
Montana State,35.01
Boston College,170
Cal (Berkeley),205.31
Notre Dame,91.89
Michigan,161.28
Michigan,134.31
Utah,102.65
Texas A&M,75
Protect Trans Kids University,102.65
Syracuse,44
Notre Dame,287.44
Dana College,20.1
Protect Trans Kids University,102.65
Memphis,124.39
Baylor,295.69
Florida State,35.22
Iowa,28.97
Delaware,20.78
Boise State,267.01
Iowa State,513.29
Penn State,94.44
Cal (Berkeley),99.57
Michigan State,49.27
Protect Trans Kids University,2053.17
Wisconsin,51.32
Cal (Berkeley),25.66
Michigan,526.74
Cal (Berkeley),718.61
Northwestern,45.3
Michigan,63.66
Oklahoma,102.65
Fordham,102.65
Fordham,769.94
Miami (OH),105.73
Illinois,183
Mississippi (Ole Miss),26.83
Northwestern,385.99
Washington State,24.83
Notre Dame,1437.22
Bethany Lutheran College,103.68
Ferris State University,152.39
Mississippi (Ole Miss),39.01
Michigan,153.98
Make Spencer Eat Cheese University,102.65
Michigan,196.38
Virginia Tech,328.5
Michigan,37.88
Maryland,256.64
Washington State,102.65
Protect Trans Kids University,27.48
Georgia Tech,1231.8
Loyola Marymount,153.98
Protect Trans Kids University,51.32
Cornell,103.49
UC San Diego,67.42
Christopher Newport University,21.55
Troy,25.66
Protect Trans Kids University,153.98
Washington State,24.83
Alabama,112.92
Washington,76.31
Kalamazoo College,30.79
Protect Trans Kids University,13.09
James Madison,28.88
Virginia Tech,51.32
UCLA,84.18
James Madison,27.89
Indiana,338.77
Michigan,64.17
Brown,127.51
Boston University,346.98
Notre Dame,50.66
Georgia,22.82
Cornell,100
Michigan,62.02
Protect Trans Kids University,410.63
Rutgers,33.07
Washington,51.32
Florida,107.62
Pittsburgh (Pitt),13.43
American University,25.66
Binghamton University,20.78
Michigan,46.43
Georgia,821.27
Tennessee,112.92
Northern Michigan,39.01
Kennesaw State,10.26
Hofstra,25.66
Georgia,19.57
Ohio State,102.65
Pittsburgh (Pitt),50.67
Auburn,12.31
South Florida (USF),61.59
Michigan,13.44
Bellarmine University,42.8
Michigan,27.2
Miami (FL),114.97
Clemson,51.32
Michigan,13.44
Michigan,50
Michigan,27.92
Michigan,134.31
McGill University,20.74
Kennesaw State,102.65
Michigan,102.65
Michigan,52.4
Clemson,34.31
South Florida (USF),171.66
Protect Trans Kids University,81.55
Georgia,80
Colby College,51.32
Penn State,121.13
Georgia Tech,307.97
Ohio State,18.47
Marquette,80.67
Georgia Tech,43.56
Arkansas,127.75
Kalamazoo College,51.32
Nebraska,45.42
Michigan,130.84
Michigan,201.72
Drake University,25.66
Michigan,410.63
Indiana,114.97
Nebraska,31.99
Arizona State,1755.36
Cincinnati,141
Alabama,75
Stanford,24.23
New Mexico State,31.1
Protect Trans Kids University,102.65
Louisville,27.8
Arizona State,318.24
Clemson,498.92
Ohio State,28.88
Penn State,199.26
Louisiana Lafayette,126.27
VCU,86.13
Protect Trans Kids University,256.64
South Florida (USF),114.97
Marquette,51.32
Michigan,47.56
Protect Trans Kids University,104
Penn State,45.48
Notre Dame,256.64
Georgia Tech,51.32
South Carolina,17.14
Protect Trans Kids University,17.59
Michigan,13.44
Eastern Michigan,59.28
Wisconsin,58.74
Syracuse,43.11
North Carolina (UNC),50.3
Syracuse,45.16
Louisiana State (LSU),47.64
Western Kentucky,50.51
Michigan,24.63
Texas A&M,73.91
Ashland University,51.32
Oklahoma,13.36
Protect Trans Kids University,57.56
Protect Trans Kids University,21.24
Pittsburgh (Pitt),43.43
Penn State,138.58
Protect Trans Kids University,224.82
Northern Arizona,71.86
Wisconsin,25.66
Arkansas,51.32
Minnesota,102.65
Ohio State,236.72
Iowa,134.48
